OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,INTPTLAT,INTPTLON,NAMELSAD10,UATYP10,joinMatch,BA_Climate,Shape_Length,Shape_Area
157,08,005,082300,08005082300,823,Census Tract 823,+39.6813394,-104.8029554,"Denver--Aurora, CO Urbanized Area",U,G0800050082300,Cold,0.059875318621440,0.000130025931000
158,08,005,080800,08005080800,808,Census Tract 808,+39.6993931,-104.8390645,"Denver--Aurora, CO Urbanized Area",U,G0800050080800,Cold,0.047445795211277,0.000096034772000
159,08,005,006502,08005006502,65.02,Census Tract 65.02,+39.6090227,-105.0109509,"Denver--Aurora, CO Urbanized Area",U,G0800050006502,Cold,0.069411471055118,0.000203809512500
160,08,005,082600,08005082600,826,Census Tract 826,+39.7035570,-104.7824921,"Denver--Aurora, CO Urbanized Area",U,G0800050082600,Cold,0.074239291904637,0.000255280456500
161,08,005,005628,08005005628,56.28,Census Tract 56.28,+39.5877989,-104.9321962,"Denver--Aurora, CO Urbanized Area",U,G0800050005628,Cold,0.066283935053109,0.000269272332000
162,08,005,006711,08005006711,67.11,Census Tract 67.11,+39.6023092,-104.9134955,"Denver--Aurora, CO Urbanized Area",U,G0800050006711,Cold,0.066504155473160,0.000271926048000
163,08,001,009603,08001009603,96.03,Census Tract 96.03,+39.8416598,-105.0460727,"Denver--Aurora, CO Urbanized Area",U,G0800010009603,Cold,0.072654137265119,0.000228656253500
164,08,001,009604,08001009604,96.04,Census Tract 96.04,+39.8315456,-105.0379649,"Denver--Aurora, CO Urbanized Area",U,G0800010009604,Cold,0.078026703706170,0.000234778347000
165,08,041,002900,08041002900,29,Census Tract 29,+38.8040489,-104.8122305,"Colorado Springs, CO Urbanized Area",U,G0800410002900,Cold,0.075599483114566,0.000313113006000
166,08,041,004009,08041004009,40.09,Census Tract 40.09,+38.7855834,-104.7540130,"Colorado Springs, CO Urbanized Area",U,G0800410004009,Cold,0.038259429277844,0.000048979590000
167,08,031,004304,08031004304,43.04,Census Tract 43.04,+39.7328580,-104.9129517,"Denver--Aurora, CO Urbanized Area",U,G0800310004304,Cold,0.067763086185261,0.000275503723500
168,08,005,005627,08005005627,56.27,Census Tract 56.27,+39.5883602,-104.9509100,"Denver--Aurora, CO Urbanized Area",U,G0800050005627,Cold,0.066680934535674,0.000272521831500
169,08,005,081300,08005081300,813,Census Tract 813,+39.6899412,-104.8148643,"Denver--Aurora, CO Urbanized Area",U,G0800050081300,Cold,0.045579065600300,0.000123370717500
170,08,005,084000,08005084000,840,Census Tract 840,+39.6462937,-104.7945883,"Denver--Aurora, CO Urbanized Area",U,G0800050084000,Cold,0.044109598590887,0.000092737787000
171,08,041,004100,08041004100,41,Census Tract 41,+38.7628144,-104.7470490,"Colorado Springs, CO Urbanized Area",U,G0800410004100,Cold,0.067417297460179,0.000257175544000
172,08,041,004508,08041004508,45.08,Census Tract 45.08,+38.7034125,-104.7123862,"Colorado Springs, CO Urbanized Area",U,G0800410004508,Cold,0.164335272687951,0.000998048549000
173,08,041,004701,08041004701,47.01,Census Tract 47.01,+38.9231683,-104.7830872,"Colorado Springs, CO Urbanized Area",U,G0800410004701,Cold,0.066783178742398,0.000237845143000
174,08,041,004702,08041004702,47.02,Census Tract 47.02,+38.9276429,-104.7637325,"Colorado Springs, CO Urbanized Area",U,G0800410004702,Cold,0.053720664569274,0.000105444105000
175,08,041,001302,08041001302,13.02,Census Tract 13.02,+38.8564697,-104.8543921,"Colorado Springs, CO Urbanized Area",U,G0800410001302,Cold,0.080072845598310,0.000317001715000
176,08,001,009608,08001009608,96.08,Census Tract 96.08,+39.8112783,-105.0495884,"Denver--Aurora, CO Urbanized Area",U,G0800010009608,Cold,0.052620144070506,0.000154836315000
177,08,001,009607,08001009607,96.07,Census Tract 96.07,+39.8142810,-105.0397078,"Denver--Aurora, CO Urbanized Area",U,G0800010009607,Cold,0.080913392924607,0.000280346559500
178,08,014,030500,08014030500,305,Census Tract 305,+39.9406624,-105.0429366,"Denver--Aurora, CO Urbanized Area",U,G0800140030500,Cold,0.095245146234542,0.000538491501500
179,08,014,031000,08014031000,310,Census Tract 310,+39.9492707,-105.0198719,"Denver--Aurora, CO Urbanized Area",U,G0800140031000,Cold,0.105340900246453,0.000374505918000
180,08,041,005201,08041005201,52.01,Census Tract 52.01,+38.8183449,-104.7733632,"Colorado Springs, CO Urbanized Area",U,G0800410005201,Cold,0.056396577097493,0.000171850606000
181,08,041,001600,08041001600,16,Census Tract 16,+38.8444894,-104.8237983,"Colorado Springs, CO Urbanized Area",U,G0800410001600,Cold,0.055105244363261,0.000164798043500
182,08,041,001700,08041001700,17,Census Tract 17,+38.8447519,-104.8138738,"Colorado Springs, CO Urbanized Area",U,G0800410001700,Cold,0.036858656885805,0.000081507388500
183,08,005,081200,08005081200,812,Census Tract 812,+39.6894218,-104.8241140,"Denver--Aurora, CO Urbanized Area",U,G0800050081200,Cold,0.048945981138679,0.000140384296000
184,08,005,007101,08005007101,71.01,Census Tract 71.01,+39.6513626,-104.0580860,Rural Area,R,G0800050007101,Cold,1.835966238070982,0.126849440628998
185,08,005,007500,08005007500,75,Census Tract 75,+39.7332593,-104.8400870,"Denver--Aurora, CO Urbanized Area",U,G0800050007500,Cold,0.048265028005929,0.000090001679500
186,08,041,003906,08041003906,39.06,Census Tract 39.06,+38.9517583,-104.7845307,"Colorado Springs, CO Urbanized Area",U,G0800410003906,Cold,0.101692560885168,0.000513740146500
187,08,041,004703,08041004703,47.03,Census Tract 47.03,+38.9205831,-104.7634455,"Colorado Springs, CO Urbanized Area",U,G0800410004703,Cold,0.071933797971523,0.000240604699500
188,08,041,004800,08041004800,48,Census Tract 48,+38.9098246,-104.7736651,"Colorado Springs, CO Urbanized Area",U,G0800410004800,Cold,0.070072635815565,0.000249855610000
189,08,005,005551,08005005551,55.51,Census Tract 55.51,+39.6632487,-105.0139798,"Denver--Aurora, CO Urbanized Area",U,G0800050005551,Cold,0.112779023268686,0.000327464446000
190,08,005,005630,08005005630,56.30,Census Tract 56.30,+39.5767940,-104.9527574,"Denver--Aurora, CO Urbanized Area",U,G0800050005630,Cold,0.066562737093015,0.000272123112500
191,08,005,005552,08005005552,55.52,Census Tract 55.52,+39.6477568,-105.0229576,"Denver--Aurora, CO Urbanized Area",U,G0800050005552,Cold,0.076135562724165,0.000224482948500
192,08,005,005553,08005005553,55.53,Census Tract 55.53,+39.6327228,-105.0230623,"Denver--Aurora, CO Urbanized Area",U,G0800050005553,Cold,0.095117059595730,0.000271740897000
193,08,005,005611,08005005611,56.11,Census Tract 56.11,+39.6026756,-104.9736893,"Denver--Aurora, CO Urbanized Area",U,G0800050005611,Cold,0.087726425746613,0.000421069420500
194,08,005,005612,08005005612,56.12,Census Tract 56.12,+39.6167999,-104.9727279,"Denver--Aurora, CO Urbanized Area",U,G0800050005612,Cold,0.085240419924869,0.000407309649500
195,08,005,005614,08005005614,56.14,Census Tract 56.14,+39.6022167,-104.9506456,"Denver--Aurora, CO Urbanized Area",U,G0800050005614,Cold,0.066939730398879,0.000244044189000
196,08,005,005619,08005005619,56.19,Census Tract 56.19,+39.6184954,-105.0420335,"Denver--Aurora, CO Urbanized Area",U,G0800050005619,Cold,0.094578725218275,0.000449430516000
197,08,005,005620,08005005620,56.20,Census Tract 56.20,+39.6192276,-105.0224562,"Denver--Aurora, CO Urbanized Area",U,G0800050005620,Cold,0.044087758392386,0.000109161175000
198,08,001,009553,08001009553,95.53,Census Tract 95.53,+39.8109834,-104.9913163,"Denver--Aurora, CO Urbanized Area",U,G0800010009553,Cold,0.120334642341349,0.000811237408500
199,08,005,005621,08005005621,56.21,Census Tract 56.21,+39.5975536,-105.0474084,"Denver--Aurora, CO Urbanized Area",U,G0800050005621,Cold,0.087854666486300,0.000274287190000
200,08,041,001800,08041001800,18,Census Tract 18,+38.8430499,-104.8022651,"Colorado Springs, CO Urbanized Area",U,G0800410001800,Cold,0.048523855645570,0.000133002920000
201,08,005,005622,08005005622,56.22,Census Tract 56.22,+39.5828895,-105.0331073,"Denver--Aurora, CO Urbanized Area",U,G0800050005622,Cold,0.134509466813836,0.000739053568000
202,08,005,005624,08005005624,56.24,Census Tract 56.24,+39.5857130,-104.9996187,"Denver--Aurora, CO Urbanized Area",U,G0800050005624,Cold,0.068151317411057,0.000209829739000
203,08,005,005625,08005005625,56.25,Census Tract 56.25,+39.5881720,-104.9820200,"Denver--Aurora, CO Urbanized Area",U,G0800050005625,Cold,0.059412051768274,0.000197350695500
204,08,005,005626,08005005626,56.26,Census Tract 56.26,+39.5881026,-104.9675022,"Denver--Aurora, CO Urbanized Area",U,G0800050005626,Cold,0.056929955401090,0.000211128640500
205,08,005,005629,08005005629,56.29,Census Tract 56.29,+39.5709676,-104.9328223,"Denver--Aurora, CO Urbanized Area",U,G0800050005629,Cold,0.066417860974564,0.000271051505000
206,08,005,084700,08005084700,847,Census Tract 847,+39.6455712,-104.8038517,"Denver--Aurora, CO Urbanized Area",U,G0800050084700,Cold,0.057129460774195,0.000182414748000
207,08,005,083400,08005083400,834,Census Tract 834,+39.6604343,-104.7627207,"Denver--Aurora, CO Urbanized Area",U,G0800050083400,Cold,0.068227603062564,0.000285158793500
208,08,005,005631,08005005631,56.31,Census Tract 56.31,+39.5733625,-104.9686148,"Denver--Aurora, CO Urbanized Area",U,G0800050005631,Cold,0.053608796291194,0.000175839607000
209,08,005,007703,08005007703,77.03,Census Tract 77.03,+39.7202883,-104.8578303,"Denver--Aurora, CO Urbanized Area",U,G0800050007703,Cold,0.069725176320088,0.000191959603500
210,08,079,973600,08079973600,9736,Census Tract 9736,+37.5490672,-107.0032360,Rural Area,R,G0800790973600,Very Cold,2.045066484954306,0.232168540740500
211,08,041,001900,08041001900,19,Census Tract 19,+38.8455898,-104.7848078,"Colorado Springs, CO Urbanized Area",U,G0800410001900,Cold,0.057201408609136,0.000177447223500
212,08,041,002000,08041002000,20,Census Tract 20,+38.8494179,-104.7665861,"Colorado Springs, CO Urbanized Area",U,G0800410002000,Cold,0.075770211869352,0.000357873147500
213,08,013,013202,08013013202,132.02,Census Tract 132.02,+40.1394325,-105.2343456,"Longmont, CO Urbanized Area",U,G0800130013202,Cold,0.346526453382960,0.006931883740500
214,08,013,012401,08013012401,124.01,Census Tract 124.01,+40.0040854,-105.2753824,"Boulder, CO Urbanized Area",U,G0800130012401,Cold,0.051681349896840,0.000117933951000
215,08,013,012510,08013012510,125.10,Census Tract 125.10,+39.9529750,-105.2703961,"Boulder, CO Urbanized Area",U,G0800130012510,Cold,0.387821459098371,0.005349707775999
216,08,041,004200,08041004200,42,Census Tract 42,+38.7572243,-104.7343102,"Colorado Springs, CO Urbanized Area",U,G0800410004200,Cold,0.073523812890980,0.000201941858000
217,08,041,004501,08041004501,45.01,Census Tract 45.01,+38.7739563,-104.7685202,"Colorado Springs, CO Urbanized Area",U,G0800410004501,Cold,0.228014113228884,0.001410493319000
218,08,041,002101,08041002101,21.01,Census Tract 21.01,+38.8331676,-104.7855982,"Colorado Springs, CO Urbanized Area",U,G0800410002101,Cold,0.066373250680945,0.000283439067500
219,08,041,002102,08041002102,21.02,Census Tract 21.02,+38.8323315,-104.7670203,"Colorado Springs, CO Urbanized Area",U,G0800410002102,Cold,0.073301357129300,0.000271921704500
220,08,041,002200,08041002200,22,Census Tract 22,+38.8302361,-104.8132278,"Colorado Springs, CO Urbanized Area",U,G0800410002200,Cold,0.055839929487514,0.000179411539500
221,08,041,002700,08041002700,27,Census Tract 27,+38.8302183,-104.8014605,"Colorado Springs, CO Urbanized Area",U,G0800410002700,Cold,0.063660017509949,0.000241055921000
222,08,049,000100,08049000100,1,Census Tract 1,+40.0972371,-106.2922804,Rural Area,R,G0800490000100,Very Cold,3.463474528365062,0.302612138581001
223,08,071,000800,08071000800,8,Census Tract 8,+37.3781338,-103.8154592,"Trinidad, CO Urban Cluster",C,G0800710000800,Mixed-Dry,4.652931638594811,0.991515767150002
224,08,077,001707,08077001707,17.07,Census Tract 17.07,+39.0711177,-108.4685443,"Grand Junction, CO Urbanized Area",U,G0800770001707,Cold,0.099407550870603,0.000511926523000
225,08,077,001706,08077001706,17.06,Census Tract 17.06,+39.0643471,-108.4473091,"Grand Junction, CO Urbanized Area",U,G0800770001706,Cold,0.107509552873445,0.000568390262500
226,08,031,004107,08031004107,41.07,Census Tract 41.07,+39.7759183,-104.8940178,"Denver--Aurora, CO Urbanized Area",U,G0800310004107,Cold,0.156419444331407,0.000894715798500
227,08,031,004106,08031004106,41.06,Census Tract 41.06,+39.7796722,-104.8759804,"Denver--Aurora, CO Urbanized Area",U,G0800310004106,Cold,0.269774190816642,0.001542687465500
228,08,031,015500,08031015500,155,Census Tract 155,+39.6931263,-104.9356746,"Denver--Aurora, CO Urbanized Area",U,G0800310015500,Cold,0.045139807783831,0.000061946616500
229,08,041,006502,08041006502,65.02,Census Tract 65.02,+38.7866615,-104.7364828,"Colorado Springs, CO Urbanized Area",U,G0800410006502,Cold,0.084135397768749,0.000271718384000
230,08,041,002501,08041002501,25.01,Census Tract 25.01,+38.8008563,-104.8676085,"Colorado Springs, CO Urbanized Area",U,G0800410002501,Cold,0.213855295235387,0.001546317043000
231,08,041,005400,08041005400,54,Census Tract 54,+38.8022313,-104.7640557,"Colorado Springs, CO Urbanized Area",U,G0800410005400,Cold,0.093897569635154,0.000292852520000
232,08,041,000203,08041000203,2.03,Census Tract 2.03,+38.8889973,-104.8042617,"Colorado Springs, CO Urbanized Area",U,G0800410000203,Cold,0.085843950614396,0.000275673967500
233,08,041,002400,08041002400,24,Census Tract 24,+38.8329032,-104.8588329,"Colorado Springs, CO Urbanized Area",U,G0800410002400,Cold,0.104312576206956,0.000430565164500
234,08,041,003400,08041003400,34,Census Tract 34,+38.8520560,-105.0085616,"Woodland Park, CO Urban Cluster",C,G0800410003400,Cold,1.111996930817431,0.020980681123000
235,08,041,007900,08041007900,79,Census Tract 79,+38.8852199,-104.8653582,"Colorado Springs, CO Urbanized Area",U,G0800410007900,Cold,0.112173098224484,0.000639250903000
236,08,041,003705,08041003705,37.05,Census Tract 37.05,+38.9414547,-104.8403394,"Colorado Springs, CO Urbanized Area",U,G0800410003705,Cold,0.233735693230340,0.001125937060000
237,08,041,003909,08041003909,39.09,Census Tract 39.09,+39.0472993,-104.2966601,Rural Area,R,G0800410003909,Cold,1.368367620141772,0.085539067395501
238,08,041,003905,08041003905,39.05,Census Tract 39.05,+38.9381071,-104.7916539,"Colorado Springs, CO Urbanized Area",U,G0800410003905,Cold,0.126727120213562,0.000572456483500
239,08,041,005104,08041005104,51.04,Census Tract 51.04,+38.8990586,-104.6155971,"Colorado Springs, CO Urbanized Area",U,G0800410005104,Cold,0.510055781794247,0.013702010901500
240,08,041,004300,08041004300,43,Census Tract 43,+38.7453170,-104.7142596,"Colorado Springs, CO Urbanized Area",U,G0800410004300,Cold,0.127045425917256,0.000668441953000
241,08,041,004507,08041004507,45.07,Census Tract 45.07,+38.7210300,-104.7101413,"Colorado Springs, CO Urbanized Area",U,G0800410004507,Cold,0.100325967508108,0.000232923331500
242,08,041,003707,08041003707,37.07,Census Tract 37.07,+38.9212913,-104.8791186,"Colorado Springs, CO Urbanized Area",U,G0800410003707,Cold,0.190807619022877,0.000844280001500
243,08,041,003902,08041003902,39.02,Census Tract 39.02,+39.0340631,-104.5798058,"Colorado Springs, CO Urbanized Area",U,G0800410003902,Cold,0.499316212168801,0.010980238890501
244,08,041,006700,08041006700,67,Census Tract 67,+38.8540471,-104.9132008,"Colorado Springs, CO Urbanized Area",U,G0800410006700,Cold,0.307364022863756,0.001551363211000
245,08,041,000302,08041000302,3.02,Census Tract 3.02,+38.8903897,-104.8219967,"Colorado Springs, CO Urbanized Area",U,G0800410000302,Cold,0.125702067221289,0.000589909224000
246,08,041,007700,08041007700,77,Census Tract 77,+38.9187602,-104.8029856,"Colorado Springs, CO Urbanized Area",U,G0800410007700,Cold,0.103212619182518,0.000624445000500
247,08,041,003706,08041003706,37.06,Census Tract 37.06,+38.9248097,-104.8398754,"Colorado Springs, CO Urbanized Area",U,G0800410003706,Cold,0.103469610281945,0.000286586359500
248,08,041,004506,08041004506,45.06,Census Tract 45.06,+38.7298858,-104.7149075,"Colorado Springs, CO Urbanized Area",U,G0800410004506,Cold,0.111641507579380,0.000279376851000
249,08,041,003702,08041003702,37.02,Census Tract 37.02,+38.9379640,-104.8559949,"Colorado Springs, CO Urbanized Area",U,G0800410003702,Cold,0.130195091401705,0.000542297118000
250,08,041,003100,08041003100,31,Census Tract 31,+38.7842434,-104.8497248,"Colorado Springs, CO Urbanized Area",U,G0800410003100,Cold,0.252688426051796,0.001182022807000
251,08,041,003709,08041003709,37.09,Census Tract 37.09,+38.9107836,-104.8456603,"Colorado Springs, CO Urbanized Area",U,G0800410003709,Cold,0.127949246764839,0.000859273000000
252,08,005,005635,08005005635,56.35,Census Tract 56.35,+39.6026374,-104.9327113,"Denver--Aurora, CO Urbanized Area",U,G0800050005635,Cold,0.083258539341856,0.000282796716500
253,08,005,006713,08005006713,67.13,Census Tract 67.13,+39.5990417,-104.9001419,"Denver--Aurora, CO Urbanized Area",U,G0800050006713,Cold,0.037439215312596,0.000055805069500
254,08,007,974300,08007974300,9743,Census Tract 9743,+37.2858561,-107.1938599,"Pagosa Springs, CO Urban Cluster",C,G0800070974300,Cold,2.392947277863271,0.094924367501499
255,08,007,974200,08007974200,9742,Census Tract 9742,+37.2731462,-107.1497672,"Pagosa Springs, CO Urban Cluster",C,G0800070974200,Cold,0.411839626673633,0.007693540196500
256,08,007,974400,08007974400,9744,Census Tract 9744,+37.2103231,-106.8032202,"Pagosa Springs, CO Urban Cluster",C,G0800070974400,Cold,2.129219808906214,0.148785661084999
257,08,007,940400,08007940400,9404,Census Tract 9404,+37.1226363,-107.2523140,Rural Area,R,G0800070940400,Cold,1.488772602845227,0.104860714421498
258,08,005,084600,08005084600,846,Census Tract 846,+39.6342768,-104.8028884,"Denver--Aurora, CO Urbanized Area",U,G0800050084600,Cold,0.077385494432374,0.000216098985500
259,08,005,005636,08005005636,56.36,Census Tract 56.36,+39.6186086,-104.9435393,"Denver--Aurora, CO Urbanized Area",U,G0800050005636,Cold,0.103852842009923,0.000538452649500
260,08,031,001701,08031001701,17.01,Census Tract 17.01,+39.7534350,-105.0004473,"Denver--Aurora, CO Urbanized Area",U,G0800310001701,Cold,0.045670226427080,0.000119690849500
261,08,031,001702,08031001702,17.02,Census Tract 17.02,+39.7451210,-104.9931602,"Denver--Aurora, CO Urbanized Area",U,G0800310001702,Cold,0.042532152055183,0.000117320215500
262,08,031,001800,08031001800,18,Census Tract 18,+39.7309638,-104.9958416,"Denver--Aurora, CO Urbanized Area",U,G0800310001800,Cold,0.047663847683492,0.000102428818500
263,08,005,086200,08005086200,862,Census Tract 862,+39.6187150,-104.7456523,"Denver--Aurora, CO Urbanized Area",U,G0800050086200,Cold,0.065669305287587,0.000233152839500
